dateOpen,open,,,,,,
2016-10-20,630.6630249,,,,,,
2016-10-21,630.8250122,,,,,,
2016-10-22,633.1359863,,,,,,
2016-10-23,657.6209717,,,,,,
2016-10-24,657.1610107,,,,,,
2016-10-25,654.0020142,,,,,,
2016-10-26,657.6779785,,,,,,
2016-10-27,678.2139893,,,,,,
2016-10-28,688,,,,,,
2016-10-29,690.2890015,,,,,,
2016-10-30,714.117981,,,,,,
2016-10-31,702.6400146,,,,,,
2016-11-01,701.3369751,,,,,,
2016-11-02,730.065979,,,,,,
2016-11-03,742.3460083,,,,,,
2016-11-04,689.1240234,,,,,,
2016-11-05,703.5250244,,,,,,
2016-11-06,703.8120117,,,,,,
2016-11-07,710.7360229,,,,,,
2016-11-08,703.0889893,,,,,,
2016-11-09,709.8250122,,,,,,
2016-11-10,722.8439941,,,,,,
2016-11-11,715.5549927,,,,,,
2016-11-12,716.7520142,,,,,,
2016-11-13,705.1959839,,,,,,
2016-11-14,701.9970093,,,,,,
2016-11-15,705.7940063,,,,,,
2016-11-16,711.1669922,,,,,,
2016-11-17,744.8759766,,,,,,
2016-11-18,740.7050171,,,,,,
2016-11-19,751.8330078,,,,,,
2016-11-20,751.8790283,,,,,,
2016-11-21,731.2650146,,,,,,
2016-11-22,739.6430054,,,,,,
2016-11-23,751.7410278,,,,,,
2016-11-24,744.6199951,,,,,,
2016-11-25,740.4420166,,,,,,
2016-11-26,741.5109863,,,,,,
2016-11-27,735.4370117,,,,,,
2016-11-28,732.4840088,,,,,,
2016-11-29,736.3289795,,,,,,
2016-11-30,736.2839966,,,,,,
2016-12-01,746.0460205,,,,,,
2016-12-02,757.5449829,,,,,,
2016-12-03,778.2479858,,,,,,
2016-12-04,771.6380005,,,,,,
2016-12-05,773.3939819,,,,,,
2016-12-06,758.7199707,,,,,,
2016-12-07,764.2109985,,,,,,
2016-12-08,768.0759888,,,,,,
2016-12-09,769.9439697,,,,,,
2016-12-10,773.0230103,,,,,,
2016-12-11,774.7520142,,,,,,
2016-12-12,770.039978,,,,,,
2016-12-13,780.6469727,,,,,,
2016-12-14,780.0050049,,,,,,
2016-12-15,780.0700073,,,,,,
2016-12-16,778.9630127,,,,,,
2016-12-17,785.1660156,,,,,,
2016-12-18,791.0079956,,,,,,
2016-12-19,790.6920166,,,,,,
2016-12-20,792.2470093,,,,,,
2016-12-21,800.6439819,,,,,,
2016-12-22,834.1799927,,,,,,
2016-12-23,864.8880005,,,,,,
2016-12-24,922.1799927,,,,,,
2016-12-25,899.6519775,,,,,,
2016-12-26,896.9050293,,,,,,
2016-12-27,908.3540039,,,,,,
2016-12-28,934.8309937,,,,,,
2016-12-29,975.125,,,,,,
2016-12-30,972.5349731,,,,,,
2016-12-31,960.6270142,,,,,,
2017-01-01,963.65802,,,,,,
2017-01-02,998.6170044,,,,,,
2017-01-03,1021.599976,,,,,,
2017-01-04,1044.400024,,,,,,
2017-01-05,1156.72998,,,,,,
2017-01-06,1014.23999,,,,,,
2017-01-07,903.4869995,,,,,,
2017-01-08,908.1749878,,,,,,
2017-01-09,913.2440186,,,,,,
2017-01-10,902.4400024,,,,,,
2017-01-11,908.1149902,,,,,,
2017-01-12,775.1779785,,,,,,
2017-01-13,803.7369995,,,,,,
2017-01-14,825.1420288,,,,,,
2017-01-15,818.1420288,,,,,,
2017-01-16,821.78302,,,,,,
2017-01-17,830.9459839,,,,,,
2017-01-18,909.3729858,,,,,,
2017-01-19,888.335022,,,,,,
2017-01-20,898.1719971,,,,,,
2017-01-21,895.5490112,,,,,,
2017-01-22,922.2050171,,,,,,
2017-01-23,925.4990234,,,,,,
2017-01-24,910.677002,,,,,,
2017-01-25,891.9240112,,,,,,
2017-01-26,902.3950195,,,,,,
2017-01-27,918.3590088,,,,,,
2017-01-28,919.8109741,,,,,,
2017-01-29,922.0670166,,,,,,
2017-01-30,920.151001,,,,,,
2017-01-31,920.9589844,,,,,,
2017-02-01,970.940979,,,,,,
2017-02-02,990.0009766,,,,,,
2017-02-03,1011.460022,,,,,,
2017-02-04,1031.329956,,,,,,
2017-02-05,1043.52002,,,,,,
2017-02-06,1028.400024,,,,,,
2017-02-07,1040.140015,,,,,,
2017-02-08,1062.319946,,,,,,
2017-02-09,1064.699951,,,,,,
2017-02-10,995.632019,,,,,,
2017-02-11,988.8980103,,,,,,
2017-02-12,1003.52002,,,,,,
2017-02-13,998.8850098,,,,,,
2017-02-14,991.7349854,,,,,,
2017-02-15,1006.210022,,,,,,
2017-02-16,1007.650024,,,,,,
2017-02-17,1026.119995,,,,,,
2017-02-18,1049.209961,,,,,,
2017-02-19,1054.76001,,,,,,
2017-02-20,1048.689941,,,,,,
2017-02-21,1079.280029,,,,,,
2017-02-22,1114.800049,,,,,,
2017-02-23,1117.27002,,,,,,
2017-02-24,1172.709961,,,,,,
2017-02-25,1170.410034,,,,,,
2017-02-26,1144.27002,,,,,,
2017-02-27,1163.780029,,,,,,
2017-02-28,1180.719971,,,,,,
2017-03-01,1180.040039,,,,,,
2017-03-02,1224.680054,,,,,,
2017-03-03,1250.709961,,,,,,
2017-03-04,1277.430054,,,,,,
2017-03-05,1254.290039,,,,,,
2017-03-06,1267.469971,,,,,,
2017-03-07,1273.209961,,,,,,
2017-03-08,1223.22998,,,,,,
2017-03-09,1150.349976,,,,,,
2017-03-10,1189.359985,,,,,,
2017-03-11,1116.319946,,,,,,
2017-03-12,1176.619995,,,,,,
2017-03-13,1221.780029,,,,,,
2017-03-14,1232.160034,,,,,,
2017-03-15,1240.160034,,,,,,
2017-03-16,1251.329956,,,,,,
2017-03-17,1180.160034,,,,,,
2017-03-18,1099.689941,,,,,,
2017-03-19,976.7299805,,,,,,
2017-03-20,1037.23999,,,,,,
2017-03-21,1055.359985,,,,,,
2017-03-22,1120.650024,,,,,,
2017-03-23,1050.050049,,,,,,
2017-03-24,1038.449951,,,,,,
2017-03-25,936.539978,,,,,,
2017-03-26,974.0150146,,,,,,
2017-03-27,972.0549927,,,,,,
2017-03-28,1044.579956,,,,,,
2017-03-29,1046.079956,,,,,,
2017-03-30,1042.209961,,,,,,
2017-03-31,1026.640015,,,,,,
2017-04-01,1071.709961,,,,,,
2017-04-02,1080.609985,,,,,,
2017-04-03,1102.949951,,,,,,
2017-04-04,1145.52002,,,,,,
2017-04-05,1134.140015,,,,,,
2017-04-06,1125.810059,,,,,,
2017-04-07,1178.939941,,,,,,
2017-04-08,1172.650024,,,,,,
2017-04-09,1176.569946,,,,,,
2017-04-10,1187.300049,,,,,,
2017-04-11,1187.459961,,,,,,
2017-04-12,1204.810059,,,,,,
2017-04-13,1201.02002,,,,,,
2017-04-14,1170.329956,,,,,,
2017-04-15,1167.300049,,,,,,
2017-04-16,1172.609985,,,,,,
2017-04-17,1183.25,,,,,,
2017-04-18,1193.77002,,,,,,
2017-04-19,1212.130005,,,,,,
2017-04-20,1211.079956,,,,,,
2017-04-21,1229.420044,,,,,,
2017-04-22,1222.709961,,,,,,
2017-04-23,1231.920044,,,,,,
2017-04-24,1209.630005,,,,,,
2017-04-25,1250.449951,,,,,,
2017-04-26,1265.98999,,,,,,
2017-04-27,1281.880005,,,,,,
2017-04-28,1317.73999,,,,,,
2017-04-29,1317.839966,,,,,,
2017-04-30,1321.869995,,,,,,
2017-05-01,1348.300049,,,,,,
2017-05-02,1421.030029,,,,,,
2017-05-03,1453.780029,,,,,,
2017-05-04,1490.719971,,,,,,
2017-05-05,1540.869995,,,,,,
2017-05-06,1556.810059,,,,,,
2017-05-07,1579.469971,,,,,,
2017-05-08,1596.920044,,,,,,
2017-05-09,1723.890015,,,,,,
2017-05-10,1756.52002,,,,,,
2017-05-11,1780.369995,,,,,,
2017-05-12,1845.76001,,,,,,
2017-05-13,1723.119995,,,,,,
2017-05-14,1800.859985,,,,,,
2017-05-15,1808.439941,,,,,,
2017-05-16,1741.699951,,,,,,
2017-05-17,1726.72998,,,,,,
2017-05-18,1818.699951,,,,,,
2017-05-19,1897.369995,,,,,,
2017-05-20,1984.23999,,,,,,
2017-05-21,2067.030029,,,,,,
2017-05-22,2043.189941,,,,,,
2017-05-23,2191.560059,,,,,,
2017-05-24,2321.370117,,,,,,
2017-05-25,2446.23999,,,,,,
2017-05-26,2320.889893,,,,,,
2017-05-27,2196.27002,,,,,,
2017-05-28,2054.080078,,,,,,
2017-05-29,2159.429932,,,,,,
2017-05-30,2255.360107,,,,,,
2017-05-31,2187.189941,,,,,,
2017-06-01,2288.330078,,,,,,
2017-06-02,2404.030029,,,,,,
2017-06-03,2493.719971,,,,,,
2017-06-04,2547.790039,,,,,,
2017-06-05,2512.399902,,,,,,
2017-06-06,2690.840088,,,,,,
2017-06-07,2869.379883,,,,,,
2017-06-08,2720.48999,,,,,,
2017-06-09,2807.439941,,,,,,
2017-06-10,2828.139893,,,,,,
2017-06-11,2942.409912,,,,,,
2017-06-12,2953.219971,,,,,,
2017-06-13,2680.909912,,,,,,
2017-06-14,2716.879883,,,,,,
2017-06-15,2499.580078,,,,,,
2017-06-16,2469.570068,,,,,,
2017-06-17,2514.01001,,,,,,
2017-06-18,2655.350098,,,,,,
2017-06-19,2549.030029,,,,,,
2017-06-20,2591.26001,,,,,,
2017-06-21,2709.429932,,,,,,
2017-06-22,2691.030029,,,,,,
2017-06-23,2707.340088,,,,,,
2017-06-24,2738.52002,,,,,,
2017-06-25,2607.25,,,,,,
2017-06-26,2590.570068,,,,,,
2017-06-27,2478.449951,,,,,,
2017-06-28,2553.030029,,,,,,
2017-06-29,2567.560059,,,,,,
2017-06-30,2539.23999,,,,,,
2017-07-01,2492.600098,,,,,,
2017-07-02,2436.399902,,,,,,
2017-07-03,2498.560059,,,,,,
2017-07-04,2561,,,,,,
2017-07-05,2602.870117,,,,,,
2017-07-06,2608.100098,,,,,,
2017-07-07,2608.590088,,,,,,
2017-07-08,2520.27002,,,,,,
2017-07-09,2572.610107,,,,,,
2017-07-10,2525.25,,,,,,
2017-07-11,2385.889893,,,,,,
2017-07-12,2332.77002,,,,,,
2017-07-13,2402.699951,,,,,,
2017-07-14,2360.590088,,,,,,
2017-07-15,2230.120117,,,,,,
2017-07-16,1991.97998,,,,,,
2017-07-17,1932.619995,,,,,,
2017-07-18,2233.52002,,,,,,
2017-07-19,2323.080078,,,,,,
2017-07-20,2269.889893,,,,,,
2017-07-21,2838.409912,,,,,,
2017-07-22,2668.629883,,,,,,
2017-07-23,2808.100098,,,,,,
2017-07-24,2732.699951,,,,,,
2017-07-25,2757.5,,,,,,
2017-07-26,2577.77002,,,,,,
2017-07-27,2538.709961,,,,,,
2017-07-28,2679.72998,,,,,,
2017-07-29,2807.02002,,,,,,
2017-07-30,2724.389893,,,,,,
2017-07-31,2763.23999,,,,,,
2017-08-01,2871.300049,,,,,,
2017-08-02,2727.129883,,,,,,
2017-08-03,2709.560059,,,,,,
2017-08-04,2806.929932,,,,,,
2017-08-05,2897.629883,,,,,,
2017-08-06,3257.610107,,,,,,
2017-08-07,3212.780029,,,,,,
2017-08-08,3370.219971,,,,,,
2017-08-09,3420.399902,,,,,,
2017-08-10,3341.840088,,,,,,
2017-08-11,3373.820068,,,,,,
2017-08-12,3650.629883,,,,,,
2017-08-13,3880.040039,,,,,,
2017-08-14,4066.100098,,,,,,
2017-08-15,4326.990234,,,,,,
2017-08-16,4200.339844,,,,,,
2017-08-17,4384.439941,,,,,,
2017-08-18,4324.339844,,,,,,
2017-08-19,4137.75,,,,,,
2017-08-20,4189.310059,,,,,,
2017-08-21,4090.47998,,,,,,
2017-08-22,3998.350098,,,,,,
2017-08-23,4089.01001,,,,,,
2017-08-24,4137.600098,,,,,,
2017-08-25,4332.819824,,,,,,
2017-08-26,4372.060059,,,,,,
2017-08-27,4345.100098,,,,,,
2017-08-28,4384.450195,,,,,,
2017-08-29,4389.209961,,,,,,
2017-08-30,4570.359863,,,,,,
2017-08-31,4555.589844,,,,,,
2017-09-01,4701.759766,,,,,,
2017-09-02,4901.419922,,,,,,
2017-09-03,4585.27002,,,,,,
2017-09-04,4591.629883,,,,,,
2017-09-05,4228.290039,,,,,,
2017-09-06,4376.589844,,,,,,
2017-09-07,4589.140137,,,,,,
2017-09-08,4605.160156,,,,,,
2017-09-09,4229.810059,,,,,,
2017-09-10,4229.339844,,,,,,
2017-09-11,4122.470215,,,,,,
2017-09-12,4168.879883,,,,,,
2017-09-13,4131.97998,,,,,,
2017-09-14,3875.370117,,,,,,
2017-09-15,3166.300049,,,,,,
2017-09-16,3637.75,,,,,,
2017-09-17,3606.280029,,,,,,
2017-09-18,3591.090088,,,,,,
2017-09-19,4073.790039,,,,,,
2017-09-20,3916.360107,,,,,,
2017-09-21,3901.469971,,,,,,
2017-09-22,3628.02002,,,,,,
2017-09-23,3629.919922,,,,,,
2017-09-24,3796.149902,,,,,,
2017-09-25,3681.580078,,,,,,
2017-09-26,3928.409912,,,,,,
2017-09-27,3892.939941,,,,,,
2017-09-28,4197.129883,,,,,,
2017-09-29,4171.620117,,,,,,
2017-09-30,4166.109863,,,,,,
2017-10-01,4341.049805,,,,,,
2017-10-02,4395.810059,,,,,,
2017-10-03,4408.459961,,,,,,
2017-10-04,4319.370117,,,,,,
2017-10-05,4229.879883,,,,,,
2017-10-06,4324.459961,,,,,,
2017-10-07,4369.350098,,,,,,
2017-10-08,4429.669922,,,,,,
2017-10-09,4614.52002,,,,,,
2017-10-10,4776.209961,,,,,,
2017-10-11,4789.25,,,,,,
2017-10-12,4829.580078,,,,,,
2017-10-13,5464.160156,,,,,,
2017-10-14,5643.529785,,,,,,
2017-10-15,5835.959961,,,,,,
2017-10-16,5687.569824,,,,,,
2017-10-17,5741.580078,,,,,,
2017-10-18,5603.819824,,,,,,
2017-10-19,5583.740234,,,,,,
2017-10-20,5708.109863,,,,,,
2017-10-21,5996.790039,,,,,,
2017-10-22,6036.660156,,,,,,
2017-10-23,6006,,,,,,
2017-10-24,5935.52002,,,,,,
2017-10-25,5524.600098,,,,,,
2017-10-26,5747.950195,,,,,,
2017-10-27,5899.740234,,,,,,
2017-10-28,5787.819824,,,,,,
2017-10-29,5754.439941,,,,,,
2017-10-30,6114.850098,,,,,,
2017-10-31,6132.02002,,,,,,
2017-11-01,6440.970215,,,,,,
2017-11-02,6777.77002,,,,,,
2017-11-03,7087.529785,,,,,,
2017-11-04,7164.47998,,,,,,
2017-11-05,7404.52002,,,,,,
2017-11-06,7403.220215,,,,,,
2017-11-07,7023.100098,,,,,,
2017-11-08,7141.379883,,,,,,
2017-11-09,7446.830078,,,,,,
2017-11-10,7173.72998,,,,,,
2017-11-11,6618.609863,,,,,,
2017-11-12,6295.450195,,,,,,
2017-11-13,5938.25,,,,,,
2017-11-14,6561.47998,,,,,,
2017-11-15,6634.759766,,,,,,
2017-11-16,7323.240234,,,,,,
2017-11-17,7853.569824,,,,,,
2017-11-18,7697.209961,,,,,,
2017-11-19,7766.029785,,,,,,
2017-11-20,8039.069824,,,,,,
2017-11-21,8205.740234,,,,,,
2017-11-22,8077.950195,,,,,,
2017-11-23,8232.379883,,,,,,
2017-11-24,8074.02002,,,,,,
2017-11-25,8241.709961,,,,,,
2017-11-26,8789.040039,,,,,,
2017-11-27,9352.719727,,,,,,
2017-11-28,9823.429688,,,,,,
2017-11-29,10077.40039,,,,,,
2017-11-30,9906.790039,,,,,,
2017-12-01,10198.59961,,,,,,
2017-12-02,10978.2998,,,,,,
2017-12-03,11082.7002,,,,,,
2017-12-04,11315.40039,,,,,,
2017-12-05,11685.7002,,,,,,
2017-12-06,11923.40039,,,,,,
2017-12-07,14266.09961,,,,,,
2017-12-08,17802.90039,,,,,,
2017-12-09,16523.30078,,,,,,
2017-12-10,15168.40039,,,,,,
2017-12-11,15427.40039,,,,,,
2017-12-12,16919.80078,,,,,,
2017-12-13,17500,,,,,,
2017-12-14,16384.59961,,,,,,
2017-12-15,16601.30078,,,,,,
2017-12-16,17760.30078,,,,,,
2017-12-17,19475.80078,,,,,,
2017-12-18,19106.40039,,,,,,
2017-12-19,19118.30078,,,,,,
2017-12-20,17760.30078,,,,,,
2017-12-21,16642.40039,,,,,,
2017-12-22,15898,,,,,,
2017-12-23,13948.7002,,,,,,
2017-12-24,14608.2002,,,,,,
2017-12-25,13995.90039,,,,,,
2017-12-26,14036.59961,,,,,,
2017-12-27,16163.5,,,,,,
2017-12-28,15864.09961,,,,,,
2017-12-29,14695.7998,,,,,,
2017-12-30,14681.90039,,,,,,
2017-12-31,12897.7002,,,,,,
2018-01-01,14112.2002,,,,,,
2018-01-02,13625,,,,,,
2018-01-03,14978.2002,,,,,,
2018-01-04,15270.7002,,,,,,
2018-01-05,15477.2002,,,,,,
2018-01-06,17462.09961,,,,,,
2018-01-07,17527.30078,,,,,,
2018-01-08,16476.19922,,,,,,
2018-01-09,15123.7002,,,,,,
2018-01-10,14588.5,,,,,,
2018-01-11,14968.2002,,,,,,
2018-01-12,13453.90039,,,,,,
2018-01-13,13952.40039,,,,,,
2018-01-14,14370.7998,,,,,,
2018-01-15,13767.2998,,,,,,
2018-01-16,13836.09961,,,,,,
2018-01-17,11431.09961,,,,,,
2018-01-18,11198.7998,,,,,,
2018-01-19,11429.7998,,,,,,
2018-01-20,11656.2002,,,,,,
2018-01-21,12889.2002,,,,,,
2018-01-22,11633.09961,,,,,,
2018-01-23,10944.5,,,,,,
2018-01-24,10903.40039,,,,,,
2018-01-25,11421.7002,,,,,,
2018-01-26,11256,,,,,,
2018-01-27,11174.90039,,,,,,
2018-01-28,11475.2998,,,,,,
2018-01-29,11755.5,,,,,,
2018-01-30,11306.7998,,,,,,
2018-01-31,10108.2002,,,,,,
2018-02-01,10237.2998,,,,,,
2018-02-02,9142.280273,,,,,,
2018-02-03,8852.120117,,,,,,
2018-02-04,9175.700195,,,,,,
2018-02-05,8270.540039,,,,,,
2018-02-06,7051.75,,,,,,
2018-02-07,7755.490234,,,,,,
2018-02-08,7637.859863,,,,,,
2018-02-09,8271.839844,,,,,,
2018-02-10,8720.080078,,,,,,
2018-02-11,8616.129883,,,,,,
2018-02-12,8141.430176,,,,,,
2018-02-13,8926.719727,,,,,,
2018-02-14,8599.919922,,,,,,
2018-02-15,9488.320313,,,,,,
2018-02-16,10135.7002,,,,,,
2018-02-17,10207.5,,,,,,
2018-02-18,11123.40039,,,,,,
2018-02-19,10552.59961,,,,,,
2018-02-20,11231.7998,,,,,,
2018-02-21,11372.2002,,,,,,
2018-02-22,10660.40039,,,,,,
2018-02-23,9937.070313,,,,,,
2018-02-24,10287.7002,,,,,,
2018-02-25,9796.419922,,,,,,
2018-02-26,9669.429688,,,,,,
2018-02-27,10393.90039,,,,,,
2018-02-28,10687.2002,,,,,,
2018-03-01,10385,,,,,,
2018-03-02,10977.40039,,,,,,
2018-03-03,11101.90039,,,,,,
2018-03-04,11497.40039,,,,,,
2018-03-05,11532.40039,,,,,,
2018-03-06,11500.09961,,,,,,
2018-03-07,10803.90039,,,,,,
2018-03-08,9951.44043,,,,,,
2018-03-09,9414.69043,,,,,,
2018-03-10,9350.589844,,,,,,
2018-03-11,8852.780273,,,,,,
2018-03-12,9602.929688,,,,,,
2018-03-13,9173.040039,,,,,,
2018-03-14,9214.650391,,,,,,
2018-03-15,8290.759766,,,,,,
2018-03-16,8322.910156,,,,,,
2018-03-17,8321.910156,,,,,,
2018-03-18,7890.52002,,,,,,
2018-03-19,8344.120117,,,,,,
2018-03-20,8619.669922,,,,,,
2018-03-21,8937.480469,,,,,,
2018-03-22,8939.44043,,,,,,
2018-03-23,8736.25,,,,,,
2018-03-24,8901.950195,,,,,,
2018-03-25,8612.80957,,,,,,
2018-03-26,8498.469727,,,,,,
2018-03-27,8200,,,,,,
2018-03-28,7836.830078,,,,,,
2018-03-29,7979.069824,,,,,,
2018-03-30,7171.450195,,,,,,
2018-03-31,6892.47998,,,,,,
2018-04-01,7003.060059,,,,,,
2018-04-02,6844.859863,,,,,,
2018-04-03,7102.259766,,,,,,
2018-04-04,7456.410156,,,,,,
2018-04-05,6848.649902,,,,,,
2018-04-06,6815.959961,,,,,,
2018-04-07,6630.509766,,,,,,
2018-04-08,6919.97998,,,,,,
2018-04-09,7044.319824,,,,,,
2018-04-10,6795.439941,,,,,,
2018-04-11,6843.470215,,,,,,
2018-04-12,6955.379883,,,,,,
2018-04-13,7901.089844,,,,,,
2018-04-14,7874.669922,,,,,,
2018-04-15,7999.330078,,,,,,
2018-04-16,8337.570313,,,,,,
2018-04-17,8071.660156,,,,,,
2018-04-18,7944.430176,,,,,,
2018-04-19,8159.27002,,,,,,
2018-04-20,8286.879883,,,,,,
2018-04-21,8848.790039,,,,,,
2018-04-22,8925.05957,,,,,,
2018-04-23,8794.389648,,,,,,
2018-04-24,8934.339844,,,,,,
2018-04-25,9701.030273,,,,,,
2018-04-26,8867.320313,,,,,,
2018-04-27,9290.629883,,,,,,
2018-04-28,8939.269531,,,,,,
2018-04-29,9346.410156,,,,,,
2018-04-30,9426.110352,,,,,,
2018-05-01,9251.469727,,,,,,
2018-05-02,9104.599609,,,,,,
2018-05-03,9233.969727,,,,,,
2018-05-04,9695.5,,,,,,
2018-05-05,9700.280273,,,,,,
2018-05-06,9845.30957,,,,,,
2018-05-07,9645.669922,,,,,,
2018-05-08,9380.870117,,,,,,
2018-05-09,9223.730469,,,,,,
2018-05-10,9325.959961,,,,,,
2018-05-11,9052.959961,,,,,,
2018-05-12,8441.44043,,,,,,
2018-05-13,8515.490234,,,,,,
2018-05-14,8713.099609,,,,,,
2018-05-15,8705.19043,,,,,,
2018-05-16,8504.410156,,,,,,
2018-05-17,8370.049805,,,,,,
2018-05-18,8091.830078,,,,,,
2018-05-19,8255.730469,,,,,,
2018-05-20,8246.990234,,,,,,
2018-05-21,8522.330078,,,,,,
2018-05-22,8419.870117,,,,,,
2018-05-23,8037.080078,,,,,,
2018-05-24,7561.120117,,,,,,
2018-05-25,7592.299805,,,,,,
2018-05-26,7486.47998,,,,,,
2018-05-27,7362.080078,,,,,,
2018-05-28,7371.310059,,,,,,
2018-05-29,7129.459961,,,,,,
2018-05-30,7469.72998,,,,,,
2018-05-31,7406.149902,,,,,,
2018-06-01,7500.700195,,,,,,
2018-06-02,7536.720215,,,,,,
2018-06-03,7632.089844,,,,,,
2018-06-04,7722.529785,,,,,,
2018-06-05,7500.899902,,,,,,
2018-06-06,7625.970215,,,,,,
2018-06-07,7650.819824,,,,,,
2018-06-08,7685.140137,,,,,,
2018-06-09,7632.52002,,,,,,
2018-06-10,7499.549805,,,,,,
2018-06-11,6799.290039,,,,,,
2018-06-12,6905.819824,,,,,,
2018-06-13,6596.879883,,,,,,
2018-06-14,6342.75,,,,,,
2018-06-15,6674.080078,,,,,,
2018-06-16,6455.450195,,,,,,
2018-06-17,6545.529785,,,,,,
2018-06-18,6510.069824,,,,,,
2018-06-19,6742.390137,,,,,,
2018-06-20,6770.759766,,,,,,
2018-06-21,6780.089844,,,,,,
2018-06-22,6737.879883,,,,,,
2018-06-23,6090.100098,,,,,,
2018-06-24,6164.279785,,,,,,
2018-06-25,6171.970215,,,,,,
2018-06-26,6253.549805,,,,,,
2018-06-27,6084.399902,,,,,,
2018-06-28,6153.160156,,,,,,
2018-06-29,5898.129883,,,,,,
2018-06-30,6214.220215,,,,,,
2018-07-01,6411.680176,,,,,,
2018-07-02,6380.379883,,,,,,
2018-07-03,6596.660156,,,,,,
2018-07-04,6550.870117,,,,,,
2018-07-05,6599.709961,,,,,,
2018-07-06,6638.689941,,,,,,
2018-07-07,6668.709961,,,,,,
2018-07-08,6857.799805,,,,,,
2018-07-09,6775.080078,,,,,,
2018-07-10,6739.209961,,,,,,
2018-07-11,6330.77002,,,,,,
2018-07-12,6396.779785,,,,,,
2018-07-13,6235.029785,,,,,,
2018-07-14,6247.5,,,,,,
2018-07-15,6272.700195,,,,,,
2018-07-16,6357.009766,,,,,,
2018-07-17,6739.649902,,,,,,
